,Unnamed: 0,Time Stamp,CH4 (ppm),C2H6 (ppb),R,C2/C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK
58,58,10/21/2020 03:55:29.115,3.57914,11.802,0.955,0.003,2.0669999999999997,69.6,7,94.2,1,33.64470291,-86.4805603,P15,58,P15L58
59,59,10/21/2020 03:57:06.395,3.6263300000000003,12.83,0.991,0.002,2.156,50.7,11,31.1,1,33.64561462,-86.47945404,P15,59,P15L59
60,60,10/21/2020 03:59:51.771,3.6729300000000005,11.909,0.953,0.003,2.222,20.7,11,13.0,1,33.64745712,-86.47826386,P15,60,P15L60
61,61,10/21/2020 04:18:18.408,3.5161300000000004,13.519,0.977,0.003,2.124,41.6,5,12.0,1,33.66172028,-86.48622131,P15,61,P15L61
62,62,10/21/2020 04:20:49.038,3.4957800000000003,12.860999999999999,0.98,0.003,2.104,167.6,16,23.0,1,33.64876175,-86.49466705,P15,62,P15L62
63,63,10/21/2020 04:23:26.836,3.45459,11.057,0.946,0.003,2.033,41.7,5,13.6,1,33.63653946,-86.49790955,P15,63,P15L63
0,0,09/30/2020 21:31:56.643,3.94576,11.821,0.982,0.001,2.439,116.4,9,54.1,1,33.62666321,-86.56109619,P16,0,P16L0
1,1,09/29/2020 04:12:46.321,3.46571,9.217,0.983,0.002,2.0269999999999997,52.9,8,11.4,1,33.62939072,-86.56507111,P16,1,P16L1
2,2,09/29/2020 04:20:31.627,3.48536,9.536,0.983,0.002,2.109,43.6,9,78.1,2,33.63451386,-86.57762909,P16,2,P16L2
3,3,09/29/2020 04:21:12.587,3.4064900000000002,8.219,0.97,0.002,2.03,64.8,17,50.5,3,33.63474274,-86.57321167,P16,3,P16L3
4,4,09/30/2020 00:36:08.931,3.85512,11.699000000000002,0.972,0.002,2.417,122.3,10,58.6,2,33.63808441,-86.58022308,P16,4,P16L4
5,5,09/30/2020 21:35:22.057,3.72329,13.972000000000001,0.99,0.003,2.248,35.9,5,4.7,2,33.62927628,-86.55110168,P16,5,P16L5
6,6,09/29/2020 04:02:01.201,3.6338800000000004,9.815,0.978,0.002,2.272,57.9,6,59.4,1,33.63386154,-86.55451202,P16,6,P16L6
7,7,09/29/2020 04:15:46.545,3.3721300000000003,7.645,0.774,0.002,2.0180000000000002,34.6,6,6.5,1,33.63182449,-86.57333374,P16,7,P16L7
8,8,09/29/2020 23:57:15.132,3.5288,9.526,0.956,0.002,2.156,3654.9,8,1.3,1,33.61549377,-86.60695648,P16,8,P16L8
9,9,09/30/2020 00:07:49.398,3.4761,4.141,0.863,0.001,2.029,20.7,10,1.9,1,33.62807083,-86.54850006,P16,9,P16L9
10,10,09/30/2020 21:36:01.174,3.6760900000000003,14.589,0.96,0.003,2.201,45.7,5,53.6,1,33.63177872,-86.54815674,P16,10,P16L10
11,11,09/30/2020 21:46:20.080,3.7644,24.781,0.996,0.005,2.226,29.1,7,10.9,1,33.63115692,-86.55741119,P16,11,P16L11
12,12,09/30/2020 22:00:04.502,3.9347300000000005,18.965999999999998,0.996,0.003,2.3680000000000003,35.2,7,7.5,1,33.63193893,-86.57712555,P16,12,P16L12
0,0,09/30/2020 01:00:04.988,3.8161400000000003,15.479000000000001,0.9790000000000001,0.003,2.3409999999999997,73.7,7,19.3,1,33.64089584,-86.57004547,P17,0,P17L0
1,1,09/29/2020 04:43:08.120,3.4056900000000003,9.107000000000001,0.895,0.002,1.9080000000000001,54.3,15,28.8,2,33.6501236,-86.55154419,P17,1,P17L1
2,2,09/29/2020 04:46:20.836,3.4016800000000003,7.857,0.9309999999999999,0.002,2.023,63.1,8,37.5,1,33.65467834,-86.54572296,P17,2,P17L2
3,3,09/29/2020 04:47:16.440,3.5042699999999996,7.587000000000001,0.9570000000000001,0.002,2.125,53.8,8,73.3,2,33.65618515,-86.54380798,P17,3,P17L3
4,4,09/29/2020 04:53:54.161,3.39016,8.156,0.981,0.002,1.942,71.6,7,47.8,2,33.65393829,-86.55078125,P17,4,P17L4
5,5,09/30/2020 23:10:19.286,4.00059,26.846,0.997,0.005,2.388,66.8,12,99.0,3,33.65301514,-86.55271149,P17,5,P17L5
6,6,09/30/2020 01:21:31.030,3.84964,23.46,0.97,0.005,2.401,48.3,6,90.6,3,33.65065002,-86.55654907,P17,6,P17L6
7,7,09/30/2020 01:12:41.827,3.7880199999999995,19.875,0.996,0.004,2.318,77.9,6,91.0,1,33.65612412,-86.54599762,P17,7,P17L7
8,8,09/30/2020 23:17:13.392,3.92015,24.94,0.986,0.005,2.358,75.4,6,96.3,1,33.65096664,-86.56098938,P17,8,P17L8
9,9,09/30/2020 22:39:54.211,3.9189,27.101999999999997,0.995,0.005,2.47,36.9,5,6.5,1,33.64569473,-86.56828308,P17,9,P17L9
10,10,09/30/2020 23:16:53.936,3.9028099999999997,26.427,0.997,0.005,2.3409999999999997,9.0,8,7.9,1,33.65184021,-86.56147003,P17,10,P17L10
11,11,09/29/2020 04:40:10.865,3.4277,8.215,0.899,0.002,2.011,72.8,5,73.4,1,33.64981842,-86.56103516,P17,11,P17L11
12,12,09/29/2020 04:43:40.888,3.3906699999999996,8.732999999999999,0.951,0.002,1.893,71.2,5,48.6,1,33.65240479,-86.55232239,P17,12,P17L12
13,13,09/29/2020 04:48:55.972,3.41634,6.695,0.971,0.001,2.019,22.6,9,5.5,1,33.65534973,-86.54443359,P17,13,P17L13
14,14,09/29/2020 04:51:24.555,3.3940300000000003,8.158999999999999,0.976,0.002,1.9709999999999999,39.6,6,23.3,1,33.65545654,-86.54772186,P17,14,P17L14
15,15,09/29/2020 04:59:41.707,3.41894,9.328,0.983,0.002,2.013,32.0,7,37.8,1,33.65415192,-86.55299377,P17,15,P17L15
16,16,09/29/2020 05:04:59.556,3.4043099999999997,6.9639999999999995,0.9329999999999999,0.002,2.016,48.9,6,29.9,1,33.65138245,-86.55258179,P17,16,P17L16
17,17,09/30/2020 01:02:32.444,3.6206300000000002,17.840999999999998,0.986,0.003,2.177,38.4,11,8.7,1,33.64347839,-86.56613159,P17,17,P17L17
18,18,09/30/2020 01:38:25.609,3.52864,18.807000000000002,0.99,0.004,2.12,0.4,28,1.3,1,33.64618301,-86.57043457,P17,18,P17L18
19,19,09/30/2020 22:38:13.859,3.83605,27.633000000000003,0.996,0.005,2.41,17.7,6,5.4,1,33.6395874,-86.58022308,P17,19,P17L19
20,20,09/30/2020 23:01:54.352,3.76166,25.904,0.9840000000000001,0.005,2.15,36.4,6,63.8,1,33.65506363,-86.54881287,P17,20,P17L20
21,21,09/30/2020 23:14:53.104,4.1842,26.03,0.9990000000000001,0.005,2.635,47.2,7,31.2,1,33.64954376,-86.55906677,P17,21,P17L21
0,0,10/02/2020 22:55:36.961,4.1169199999999995,12.229000000000001,0.985,0.002,2.6489999999999996,63.3,7,41.7,1,33.66126251,-86.54676819,P18,0,P18L0
1,1,10/02/2020 02:39:59.000,3.4927099999999998,4.555,0.826,0.001,1.983,6.0,5,5.3,2,33.65797806,-86.55110931,P18,1,P18L1
2,2,10/02/2020 02:41:35.256,3.4660599999999997,13.395999999999999,0.917,0.003,1.939,69.6,7,35.3,1,33.65836334,-86.55234528,P18,2,P18L2
3,3,10/02/2020 03:01:52.484,3.6362900000000002,20.305,0.978,0.004,2.2230000000000003,16.3,6,34.8,1,33.66815186,-86.54911804,P18,3,P18L3
4,4,10/01/2020 00:44:17.328,3.61936,22.885,0.99,0.004,2.112,32.2,11,22.3,2,33.67858124,-86.5532074,P18,4,P18L4
5,5,10/01/2020 00:51:34.883,3.74263,13.424000000000001,0.861,0.002,1.9509999999999998,48.1,6,82.0,2,33.65721893,-86.57317352,P18,5,P18L5
6,6,10/02/2020 02:21:02.462,3.68667,10.408,0.965,0.002,1.965,59.4,10,41.8,1,33.65594864,-86.57250977,P18,6,P18L6
7,7,10/02/2020 02:43:49.400,3.49502,20.137999999999998,0.986,0.004,2.076,47.0,8,41.6,2,33.65824509,-86.55735779,P18,7,P18L7
8,8,10/02/2020 03:06:14.936,3.5595199999999996,19.165,0.748,0.005,1.9269999999999998,72.9,6,51.8,2,33.6575737,-86.57501984,P18,8,P18L8
9,9,10/02/2020 22:04:14.619,3.7193400000000003,4.622,0.769,0.057,2.086,1.1,11,1.6,2,33.69624329,-86.52528381,P18,9,P18L9
10,10,10/02/2020 22:16:34.356,3.60105,1.7630000000000001,0.782,0.094,0.017,135.7,8,1.5,1,33.66793823,-86.55742645,P18,10,P18L10
11,11,10/02/2020 22:41:04.820,3.64036,8.132,0.965,0.001,1.921,60.4,9,98.6,2,33.65690994,-86.5520401,P18,11,P18L11
12,12,10/02/2020 22:53:27.732,3.81759,11.174000000000001,0.9790000000000001,0.002,2.333,59.1,11,45.0,1,33.66247559,-86.53728485,P18,12,P18L12
13,13,10/02/2020 02:23:06.673,3.56694,13.34,0.985,0.002,2.096,30.2,11,32.6,1,33.65415573,-86.57311249,P18,13,P18L13
14,14,10/02/2020 02:25:24.401,3.54506,13.052,0.971,0.003,2.042,50.7,5,47.9,1,33.65168381,-86.57286072,P18,14,P18L14
15,15,10/02/2020 02:26:13.553,3.65763,12.600999999999999,0.992,0.003,2.154,41.4,9,24.2,1,33.65640259,-86.5718689,P18,15,P18L15
16,16,10/02/2020 02:28:57.598,3.5175400000000003,4.739,0.8809999999999999,0.001,2.072,55.6,10,31.9,1,33.65600967,-86.56564331,P18,16,P18L16
17,17,10/02/2020 02:35:10.539,3.5476300000000003,3.7460000000000004,0.8170000000000001,0.001,1.8780000000000001,70.6,5,23.0,1,33.6617775,-86.55458832,P18,17,P18L17
18,18,10/02/2020 02:59:37.214,3.50176,20.873,0.981,0.005,2.069,20.7,10,7.3,1,33.66298676,-86.5670166,P18,18,P18L18
19,19,10/02/2020 03:05:31.928,3.46515,20.206,0.937,0.004,0.018000000000000002,7.3,5,1.2,1,33.6588974,-86.57312012,P18,19,P18L19
20,20,10/02/2020 22:17:23.508,3.63122,3.093,0.856,0.001,2.045,3.0,8,1.7,1,33.67161942,-86.55224609,P18,20,P18L20
21,21,10/02/2020 22:25:04.513,3.5899,11.522,0.9209999999999999,0.003,2.1390000000000002,19.1,10,4.7,1,33.65226746,-86.57120514,P18,21,P18L21
22,22,10/02/2020 22:36:30.900,3.6200900000000003,6.297999999999999,0.955,0.001,2.1830000000000003,71.0,6,78.5,1,33.66244507,-86.56003571,P18,22,P18L22
0,0,07/08/2020 22:55:06.708,2.2702,17.835,0.988,0.018000000000000002,0.27699999999999997,321.5,14,4.3,3,33.641532899999994,-86.724823,P19,0,P19L0
1,1,07/08/2020 23:00:16.980,2.30348,14.539000000000001,0.8440000000000001,0.01,0.29,309.1,14,56.4,2,33.61488342,-86.74195862,P19,1,P19L1
2,2,07/10/2020 22:29:22.484,2.2103200000000003,1.285,0.7929999999999999,0.006,0.325,211.7,12,37.9,2,33.60791016,-86.74339294,P19,2,P19L2
3,3,07/10/2020 22:35:52.936,2.1884,3.0810000000000004,0.903,0.006999999999999999,0.293,185.4,7,12.7,1,33.64453888,-86.7223587,P19,3,P19L3
4,4,07/10/2020 22:35:57.032,2.21506,3.1660000000000004,0.807,0.004,0.32,198.9,9,17.4,2,33.64520264,-86.72180176,P19,4,P19L4
5,5,07/08/2020 23:02:18.836,2.2065200000000003,11.618,0.753,0.013000000000000001,0.163,78.6,5,2.2,1,33.60208893,-86.73505402,P19,5,P19L5
6,6,07/10/2020 22:22:08.308,2.07298,0.36700000000000005,0.809,0.011000000000000001,0.166,183.2,10,7.2,1,33.64408875,-86.72297668,P19,6,P19L6
7,7,07/10/2020 22:30:09.588,1.97805,2.399,0.852,0.02,0.09300000000000001,303.3,16,3.2,1,33.61267853,-86.74315643,P19,7,P19L7
8,8,07/10/2020 22:31:02.836,1.9148,0.907,0.76,0.015,0.03,158.2,7,0.6,1,33.62131882,-86.73635101,P19,8,P19L8
9,9,07/10/2020 22:32:09.601,2.01363,1.982,0.88,0.013999999999999999,0.12,236.1,14,1.1,1,33.63178635,-86.72901154,P19,9,P19L9
10,10,07/10/2020 22:36:27.752,2.02555,4.456,0.8290000000000001,0.016,0.131,309.4,14,9.7,1,33.65004349,-86.71764374,P19,10,P19L10
11,11,07/10/2020 22:40:02.792,1.96425,3.9939999999999998,0.779,0.013000000000000001,0.055,124.2,5,0.7,1,33.6241951,-86.73412323,P19,11,P19L11
12,12,07/10/2020 22:41:50.312,2.0611900000000003,7.8839999999999995,0.8420000000000001,0.02,0.147,282.1,12,2.7,1,33.6124115,-86.74354553,P19,12,P19L12
13,13,07/10/2020 22:46:19.624,2.10602,13.761,0.925,0.012,0.17800000000000002,110.9,5,5.0,1,33.62909317,-86.73008728,P19,13,P19L13
14,14,07/10/2020 22:46:25.768,2.0461,12.671,0.79,0.008,0.11800000000000001,167.4,7,3.3,1,33.63020325,-86.72963715,P19,14,P19L14
15,15,07/10/2020 22:47:37.448,2.04521,13.449000000000002,0.759,0.005,0.115,124.9,5,2.0,1,33.64324188,-86.72341156,P19,15,P19L15
16,16,07/13/2020 21:55:37.564,2.31305,7.855,0.997,0.027999999999999997,0.374,258.5,23,5.3,1,33.63211441,-86.7288208,P19,16,P19L16
0,0,07/13/2020 22:18:56.246,2.82858,18.791,0.997,0.012,0.882,238.5,17,43.1,1,33.65260315,-86.72501373,P20,0,P20L0
1,1,07/10/2020 23:13:51.131,2.53979,10.567,0.968,0.009000000000000001,0.57,259.9,20,91.5,2,33.65024567,-86.72343445,P20,1,P20L1
2,2,07/10/2020 23:13:21.435,2.6065,11.610999999999999,0.9690000000000001,0.009000000000000001,0.637,138.5,10,12.8,3,33.65358734,-86.72557831,P20,2,P20L2
3,3,07/10/2020 23:26:04.417,2.33208,11.222000000000001,0.799,0.027000000000000003,0.332,64.9,10,5.4,2,33.65892410000001,-86.72081757,P20,3,P20L3
4,4,07/10/2020 23:02:32.219,8.39257,96.436,0.9990000000000001,0.013999999999999999,6.444,192.9,20,17.4,3,33.65610886,-86.71117401,P20,4,P20L4
5,5,07/08/2020 23:52:23.969,2.03798,2.11,0.867,0.019,0.081,139.0,10,1.4,1,33.65628433,-86.72457123,P20,5,P20L5
6,6,07/10/2020 23:21:41.249,2.19233,9.394,0.7509999999999999,0.026000000000000002,0.156,27.0,6,0.3,1,33.65613556,-86.7229538,P20,6,P20L6
7,7,07/13/2020 22:06:42.652,2.0146,4.732,0.795,0.026000000000000002,0.0,106.4,6,0.1,1,33.65709686,-86.71269226,P20,7,P20L7
8,8,07/13/2020 22:23:57.609,2.26688,11.972999999999999,0.9440000000000001,0.011000000000000001,0.29100000000000004,233.5,20,7.9,1,33.65177155,-86.72451782,P20,8,P20L8
0,0,07/09/2020 00:46:58.004,3.01818,9.892000000000001,0.993,0.006999999999999999,1.058,213.4,28,55.8,3,33.66760635,-86.70197296,P21,0,P21L0
1,1,07/10/2020 23:56:40.552,6.0820099999999995,33.385,0.9990000000000001,0.006999999999999999,4.082,176.1,22,41.2,2,33.68152237,-86.69111633,P21,1,P21L1
2,2,07/11/2020 00:38:28.737,2.64538,1.834,0.9690000000000001,0.005,0.644,192.9,25,20.4,2,33.67665482,-86.69676209,P21,2,P21L2
3,3,07/09/2020 00:36:42.580,3.1555400000000002,13.625,0.9890000000000001,0.006,1.196,154.4,17,11.6,2,33.67454147,-86.69634247,P21,3,P21L3
4,4,07/11/2020 00:08:51.790,3.9386300000000003,13.52,0.996,0.005,1.9080000000000001,64.6,10,19.1,5,33.67140198,-86.70906067,P21,4,P21L4
5,5,07/13/2020 22:50:58.396,2.16065,8.738,0.904,0.017,0.212,349.2,14,30.1,2,33.66327667,-86.70537567,P21,5,P21L5
6,6,07/09/2020 00:51:33.460,2.25069,2.6510000000000002,0.809,0.004,0.282,133.9,8,8.1,2,33.65972519,-86.71747589,P21,6,P21L6
7,7,07/09/2020 01:01:27.380,2.833,6.277,0.96,0.006,0.8690000000000001,243.1,19,24.7,3,33.68048096,-86.7012558,P21,7,P21L7
8,8,07/11/2020 00:25:16.366,2.66969,1.834,0.97,0.006,0.645,135.2,20,11.0,3,33.67549896,-86.70542145,P21,8,P21L8
9,9,07/13/2020 22:57:45.948,4.01812,23.296999999999997,0.99,0.006999999999999999,2.0540000000000003,103.6,16,22.6,2,33.68187714,-86.69181824,P21,9,P21L9
10,10,07/09/2020 00:30:17.454,1.9882400000000002,6.882000000000001,0.7959999999999999,0.008,0.033,87.9,7,0.2,1,33.67199326,-86.69725799999999,P21,10,P21L10
11,11,07/09/2020 00:36:06.740,2.0059299999999998,5.412999999999999,0.86,0.008,0.043,50.0,6,0.0,1,33.676338200000004,-86.69705963,P21,11,P21L11
12,12,07/09/2020 00:51:19.124,2.18677,1.756,0.893,0.006999999999999999,0.218,115.8,8,7.1,1,33.65864563,-86.71552277,P21,12,P21L12
13,13,07/11/2020 00:19:00.353,2.47471,0.8640000000000001,0.782,0.006,0.35700000000000004,138.8,15,11.0,1,33.67083359,-86.70847321,P21,13,P21L13
14,14,07/11/2020 00:25:48.315,2.2718700000000003,-1.182,0.775,0.008,0.247,69.5,5,3.1,1,33.67612076,-86.70471954,P21,14,P21L14
15,15,07/11/2020 00:48:06.580,2.50861,5.542000000000001,0.9590000000000001,0.006999999999999999,0.523,37.8,9,2.4,1,33.68218613,-86.69122314,P21,15,P21L15
16,16,07/13/2020 22:58:22.812,2.2341,11.812000000000001,0.887,0.006999999999999999,0.27,227.3,24,11.6,1,33.68378448,-86.69483185,P21,16,P21L16
17,17,07/13/2020 23:09:54.422,2.0049900000000003,8.467,0.7340000000000001,0.006999999999999999,0.039,20.0,6,0.1,1,33.6644783,-86.71746826,P21,17,P21L17
18,18,07/13/2020 23:19:06.768,2.1743900000000003,4.107,0.838,0.019,0.19899999999999998,158.6,22,4.0,1,33.67844009,-86.70471191,P21,18,P21L18
0,0,07/01/2020 01:03:28.734,2.6281,1.089,0.948,0.005,0.7090000000000001,118.5,16,6.0,2,33.6653785706,-86.6776885986,P22,0,P22L0
1,1,07/01/2020 01:25:43.211,4.53187,16.727,0.998,0.006,2.611,214.9,26,39.5,4,33.654586791999996,-86.68054199219999,P22,1,P22L1
2,2,07/02/2020 02:16:04.212,2.48753,14.481,0.932,0.006999999999999999,0.44,193.6,20,4.5,2,33.6621894836,-86.6757049561,P22,2,P22L2
3,3,07/06/2020 22:38:32.267,2.17706,1.963,0.8059999999999999,0.008,0.258,56.5,12,0.9,2,33.6493339539,-86.6837615967,P22,3,P22L3
4,4,07/01/2020 00:46:02.820,2.47609,6.184,0.9740000000000001,0.013000000000000001,0.37200000000000005,162.6,17,3.0,1,33.6663017273,-86.665725708,P22,4,P22L4
5,5,07/01/2020 00:54:00.209,2.0059299999999998,-2.254,0.868,0.008,0.075,62.5,8,0.2,1,33.669033050500005,-86.6750564575,P22,5,P22L5
6,6,07/01/2020 01:17:36.606,1.97154,0.37799999999999995,0.825,0.028999999999999998,0.057,46.0,5,0.3,1,33.6644859314,-86.67297363280001,P22,6,P22L6
7,7,07/01/2020 01:43:01.035,2.13461,8.038,0.755,0.008,0.193,92.8,5,1.2,1,33.6559486389,-86.6826477051,P22,7,P22L7
8,8,07/01/2020 01:43:05.131,1.9631599999999998,7.188,0.74,0.008,0.022000000000000002,110.7,6,0.0,1,33.6552848816,-86.6826934814,P22,8,P22L8
9,9,07/02/2020 02:02:50.408,2.1091,9.482000000000001,0.7240000000000001,0.012,0.031,40.6,5,0.2,1,33.66614151,-86.6745834351,P22,9,P22L9
10,10,07/02/2020 02:12:06.644,2.67883,14.883,0.9279999999999999,0.008,0.6829999999999999,75.1,11,1.8,1,33.6613693237,-86.6731948853,P22,10,P22L10
11,11,07/06/2020 21:38:55.947,1.8626200000000002,5.0760000000000005,0.9329999999999999,0.015,0.006,3480.1,7,0.1,1,33.682636261,-86.6820068359,P22,11,P22L11
12,12,07/06/2020 21:41:22.379,2.19645,9.514,0.892,0.009000000000000001,0.348,397.3,19,9.2,1,33.6771812439,-86.6814880371,P22,12,P22L12
0,0,07/01/2020 03:37:48.561,2.0601599999999998,10.753,0.903,0.015,0.115,132.0,16,0.9,4,33.65103912,-86.68325806,P23,0,P23L0
1,1,07/01/2020 02:28:25.284,3.35031,17.738,0.993,0.006,1.422,113.8,16,24.2,2,33.65594101,-86.68289948,P23,1,P23L1
2,2,07/07/2020 00:01:26.347,5.68126,6.152,0.992,0.002,3.7510000000000003,178.3,23,30.2,4,33.65553284,-86.69728851,P23,2,P23L2
3,3,07/07/2020 00:00:57.675,2.47297,2.036,0.915,0.005,0.5429999999999999,157.2,15,16.0,3,33.65505219,-86.6984787,P23,3,P23L3
4,4,07/01/2020 03:11:15.627,2.3624400000000003,13.196,0.877,0.006999999999999999,0.39799999999999996,90.1,10,2.7,1,33.65534973,-86.69850159,P23,4,P23L4
5,5,07/01/2020 03:13:56.497,3.71654,14.234000000000002,0.963,0.002,1.786,152.4,18,27.7,3,33.6532402,-86.69817352,P23,5,P23L5
6,6,07/02/2020 03:56:33.012,2.26523,0.884,0.878,0.009000000000000001,0.314,160.6,11,4.0,3,33.65233231,-86.70053101,P23,6,P23L6
7,7,07/01/2020 03:35:56.945,4.40231,15.959000000000001,0.973,0.002,2.465,168.3,20,24.1,3,33.64936066,-86.68881226,P23,7,P23L7
8,8,07/02/2020 02:49:44.257,2.70361,14.404000000000002,0.95,0.006,0.743,105.4,11,10.2,3,33.65959167,-86.68556976,P23,8,P23L8
9,9,07/02/2020 03:05:38.318,2.94279,4.351,0.955,0.004,0.9690000000000001,140.7,14,11.4,2,33.65117645,-86.68998718,P23,9,P23L9
10,10,07/06/2020 23:45:28.497,2.06438,0.752,0.8390000000000001,0.013999999999999999,0.145,181.2,18,2.5,2,33.65719604,-86.69108582,P23,10,P23L10
11,11,07/02/2020 03:25:38.446,12.5721,67.001,1.0,0.006,10.634,42.8,14,65.3,3,33.65731049,-86.69541931,P23,11,P23L11
12,12,07/01/2020 02:29:22.628,2.0531900000000003,10.133,0.805,0.017,0.125,38.7,9,0.3,1,33.65537262,-86.68725586,P23,12,P23L12
13,13,07/01/2020 03:03:04.516,2.07491,12.251,0.9179999999999999,0.025,0.12300000000000001,116.1,14,1.5,1,33.65378189,-86.704422,P23,13,P23L13
14,14,07/01/2020 03:04:01.963,2.1655900000000003,11.825,0.812,0.006999999999999999,0.207,108.5,11,1.9,1,33.65384674,-86.69850922,P23,14,P23L14
15,15,07/01/2020 03:06:05.969,2.39399,11.745,0.8190000000000001,0.004,0.435,90.7,10,3.6,1,33.65618896,-86.70419312,P23,15,P23L15
16,16,07/01/2020 03:10:04.971,2.08128,10.193999999999999,0.8079999999999999,0.011000000000000001,0.11699999999999999,81.8,8,0.8,1,33.6546402,-86.6995697,P23,16,P23L16
17,17,07/01/2020 03:19:10.046,2.9432400000000003,12.755,0.895,0.003,1.005,205.0,14,31.3,1,33.64934158,-86.68682098,P23,17,P23L17
18,18,07/01/2020 03:41:31.998,2.6104700000000003,14.365,0.951,0.006999999999999999,0.669,200.9,16,13.4,1,33.659599299999996,-86.68260193,P23,18,P23L18
19,19,07/01/2020 03:46:07.659,2.26063,12.469000000000001,0.83,0.006999999999999999,0.304,290.4,16,2.9,1,33.65336609,-86.6829071,P23,19,P23L19
20,20,07/02/2020 02:50:11.905,2.28143,11.755999999999998,0.8490000000000001,0.006,0.299,66.0,9,1.3,1,33.66008759,-86.68656158,P23,20,P23L20
21,21,07/02/2020 02:56:19.726,2.23539,7.312,0.8420000000000001,0.006,0.21899999999999997,129.2,17,0.8,1,33.651317600000006,-86.68855286,P23,21,P23L21
22,22,07/02/2020 03:22:10.472,2.56103,-0.042,0.983,0.006999999999999999,0.625,13.1,6,0.8,1,33.65493011,-86.69610596,P23,22,P23L22
23,23,07/02/2020 03:24:40.078,2.0935,-1.156,0.794,0.006,0.156,85.9,10,0.5,1,33.65585327,-86.69395447,P23,23,P23L23
24,24,07/02/2020 04:01:51.886,2.27468,2.528,0.8759999999999999,0.008,0.32,161.2,13,2.9,1,33.64941406,-86.69174194,P23,24,P23L24
25,25,07/06/2020 23:39:37.265,2.49158,3.138,0.968,0.008,0.57,80.8,17,0.5,1,33.65982437,-86.69422913,P23,25,P23L25
26,26,07/06/2020 23:40:18.225,2.44673,3.0380000000000003,0.98,0.006999999999999999,0.525,31.9,15,1.9,1,33.65982437,-86.69422913,P23,26,P23L26
27,27,07/06/2020 23:42:07.793,3.91488,1.702,0.868,0.001,1.9909999999999999,34.6,14,3.3,1,33.65828323,-86.6955719,P23,27,P23L27
28,28,07/07/2020 00:15:57.771,2.0232099999999997,-2.8689999999999998,0.748,0.016,0.09,15.2,6,0.1,1,33.64917374,-86.68377686,P23,28,P23L28
29,29,07/07/2020 00:18:42.635,2.3923099999999997,-2.9410000000000003,0.9279999999999999,0.006,0.469,264.2,17,24.2,1,33.66172409,-86.68128204,P23,29,P23L29
30,30,07/07/2020 00:21:07.019,1.96134,-5.655,0.758,0.016,0.033,123.2,7,0.2,1,33.65462494,-86.68274689,P23,30,P23L30
0,0,07/07/2020 01:21:18.155,5.12269,16.485,0.9990000000000001,0.006999999999999999,3.201,297.4,25,22.3,5,33.64569855,-86.69187164,P24,0,P24L0
1,1,07/11/2020 01:49:27.963,2.77105,16.48,0.977,0.008,0.8170000000000001,151.4,18,13.7,2,33.64844894,-86.69055176,P24,1,P24L1
2,2,07/11/2020 01:31:20.168,2.1504,0.6890000000000001,0.8740000000000001,0.011000000000000001,0.156,176.6,16,2.9,2,33.64490509,-86.69421387,P24,2,P24L2
3,3,07/09/2020 02:51:11.905,2.87995,1.276,0.9690000000000001,0.008,0.625,133.5,13,9.5,2,33.63854599,-86.68863678,P24,3,P24L3
4,4,07/07/2020 00:59:04.600,2.03493,-4.301,0.807,0.013000000000000001,0.10300000000000001,28.8,7,0.0,1,33.64944839,-86.69602203,P24,4,P24L4
5,5,07/07/2020 01:01:59.089,1.9481700000000002,-5.405,0.7440000000000001,0.025,0.018000000000000002,48.1,5,0.1,1,33.64375305,-86.70781708,P24,5,P24L5
6,6,07/07/2020 01:36:13.438,1.93346,-6.447,0.892,0.091,0.013999999999999999,82.9,7,0.1,1,33.64161682,-86.68733978,P24,6,P24L6
7,7,07/07/2020 01:41:19.614,1.9605099999999998,-1.735,0.935,0.081,0.057999999999999996,116.1,9,0.5,1,33.63938522,-86.68372345,P24,7,P24L7
8,8,07/09/2020 02:16:22.331,2.4235,0.91,0.987,0.01,0.502,643.9,8,1.5,1,33.64568329,-86.68006897,P24,8,P24L8
9,9,07/09/2020 02:19:39.246,2.3226299999999998,0.785,0.848,0.02,0.033,65.5,5,0.4,1,33.65043259,-86.68323517,P24,9,P24L9
10,10,07/09/2020 02:25:07.233,2.34058,1.112,0.74,0.01,0.11800000000000001,38.7,5,0.9,1,33.64560699,-86.69306946,P24,10,P24L10
11,11,07/09/2020 02:32:59.912,2.64519,0.655,0.84,0.011000000000000001,0.385,170.3,10,10.5,1,33.64460754,-86.70862579,P24,11,P24L11
12,12,07/09/2020 02:43:41.038,2.35935,-0.532,0.835,0.027999999999999997,0.09300000000000001,82.2,9,0.8,1,33.64339066,-86.69467163,P24,12,P24L12
13,13,07/09/2020 03:00:22.612,2.63565,-0.04,0.8,0.005,0.278,163.2,18,3.4,1,33.64325333,-86.68529511,P24,13,P24L13
14,14,07/09/2020 03:03:15.771,2.39752,1.597,0.8190000000000001,0.095,0.039,51.4,7,0.4,1,33.64300156,-86.68733978,P24,14,P24L14
15,15,07/09/2020 03:11:46.337,2.70344,3.4,0.815,0.005,0.4,130.2,12,5.6,1,33.64207459,-86.68888092,P24,15,P24L15
16,16,07/09/2020 03:18:39.009,2.8104400000000003,7.94,0.9570000000000001,0.011000000000000001,0.45,220.9,12,7.7,1,33.650383000000005,-86.66543579,P24,16,P24L16
